distName,clean_name,skipped,condition1,condition2,condition3,condition4,condition5
DICKINSON ISD,DICKINSON Independent School District,,ends with 'ISD'
DILLEY ISD,DILLEY Independent School District,,ends with 'ISD'
DIMMITT ISD,DIMMITT Independent School District,,ends with 'ISD'
DONNA ISD,DONNA Independent School District,,ends with 'ISD'
DUBLIN ISD,DUBLIN Independent School District,,ends with 'ISD'
DUMAS ISD,DUMAS Independent School District,,ends with 'ISD'
DUNCANVILLE ISD,DUNCANVILLE Independent School District,,ends with 'ISD'
EAGLE MT-SAGINAW ISD,EAGLE MT-SAGINAW Independent School District,,ends with 'ISD'
EAGLE PASS ISD,EAGLE PASS Independent School District,,ends with 'ISD'
EANES ISD,EANES Independent School District,,ends with 'ISD'
EARLY ISD,EARLY Independent School District,,ends with 'ISD'
EAST BERNARD ISD,EAST BERNARD Independent School District,,ends with 'ISD'
EAST CENTRAL ISD,EAST CENTRAL Independent School District,,ends with 'ISD'
ECTOR COUNTY ISD,ECTOR COUNTY Independent School District,,ends with 'ISD'
EDCOUCH-ELSA ISD,EDCOUCH-ELSA Independent School District,,ends with 'ISD'
EDGEWOOD ISD,EDGEWOOD Independent School District,,ends with 'ISD'
EDINBURG CISD,EDINBURG Consolidated Independent School District,,ends with 'CISD'
EDNA ISD,EDNA Independent School District,,ends with 'ISD'
EL CAMPO ISD,EL CAMPO Independent School District,,ends with 'ISD'
EL PASO ISD,EL PASO Independent School District,,ends with 'ISD'
ELGIN ISD,ELGIN Independent School District,,ends with 'ISD'
ELKHART ISD,ELKHART Independent School District,,ends with 'ISD'
ENNIS ISD,ENNIS Independent School District,,ends with 'ISD'
EUSTACE ISD,EUSTACE Independent School District,,ends with 'ISD'
EVERMAN ISD,EVERMAN Independent School District,,ends with 'ISD'
FABENS ISD,FABENS Independent School District,,ends with 'ISD'
FAIRFIELD ISD,FAIRFIELD Independent School District,,ends with 'ISD'
FARMERSVILLE ISD,FARMERSVILLE Independent School District,,ends with 'ISD'
FERRIS ISD,FERRIS Independent School District,,ends with 'ISD'
FLORESVILLE ISD,FLORESVILLE Independent School District,,ends with 'ISD'
FLOUR BLUFF ISD,FLOUR BLUFF Independent School District,,ends with 'ISD'
FORNEY ISD,FORNEY Independent School District,,ends with 'ISD'
FORT BEND ISD,FORT BEND Independent School District,,ends with 'ISD'
FORT WORTH ISD,FORT WORTH Independent School District,,ends with 'ISD'
FRANKLIN ISD,FRANKLIN Independent School District,,ends with 'ISD'
FRENSHIP ISD,FRENSHIP Independent School District,,ends with 'ISD'
FREDERICKSBURG ISD,FREDERICKSBURG Independent School District,,ends with 'ISD'
FRIENDSWOOD ISD,FRIENDSWOOD Independent School District,,ends with 'ISD'
FRIONA ISD,FRIONA Independent School District,,ends with 'ISD'
FRISCO ISD,FRISCO Independent School District,,ends with 'ISD'
FORT STOCKTON ISD,FORT STOCKTON Independent School District,,ends with 'ISD'
GAINESVILLE ISD,GAINESVILLE Independent School District,,ends with 'ISD'
GALENA PARK ISD,GALENA PARK Independent School District,,ends with 'ISD'
GALVESTON ISD,GALVESTON Independent School District,,ends with 'ISD'
GARLAND ISD,GARLAND Independent School District,,ends with 'ISD'
GATESVILLE ISD,GATESVILLE Independent School District,,ends with 'ISD'
GEORGE WEST ISD,GEORGE WEST Independent School District,,ends with 'ISD'
GEORGETOWN ISD,GEORGETOWN Independent School District,,ends with 'ISD'
GIDDINGS ISD,GIDDINGS Independent School District,,ends with 'ISD'
GILMER ISD,GILMER Independent School District,,ends with 'ISD'
GLADEWATER ISD,GLADEWATER Independent School District,,ends with 'ISD'
GLEN ROSE ISD,GLEN ROSE Independent School District,,ends with 'ISD'
GODLEY ISD,GODLEY Independent School District,,ends with 'ISD'
GOLIAD ISD,GOLIAD Independent School District,,ends with 'ISD'
GONZALES ISD,GONZALES Independent School District,,ends with 'ISD'
GOOSE CREEK CISD,GOOSE CREEK Consolidated Independent School District,,ends with 'CISD'
GRAHAM ISD,GRAHAM Independent School District,,ends with 'ISD'
GRANBURY ISD,GRANBURY Independent School District,,ends with 'ISD'
GRAND PRAIRIE ISD,GRAND PRAIRIE Independent School District,,ends with 'ISD'
GRAND SALINE ISD,GRAND SALINE Independent School District,,ends with 'ISD'
GRAPE CREEK ISD,GRAPE CREEK Independent School District,,ends with 'ISD'
GRAPEVINE-COLLEYVILLE ISD,GRAPEVINE-COLLEYVILLE Independent School District,,ends with 'ISD'
GREENVILLE ISD,GREENVILLE Independent School District,,ends with 'ISD'
GREENWOOD ISD,GREENWOOD Independent School District,,ends with 'ISD'
GREGORY-PORTLAND ISD,GREGORY-PORTLAND Independent School District,,ends with 'ISD'
GROESBECK ISD,GROESBECK Independent School District,,ends with 'ISD'
GUNTER ISD,GUNTER Independent School District,,ends with 'ISD'
HALE CENTER ISD,HALE CENTER Independent School District,,ends with 'ISD'
HALLETTSVILLE ISD,HALLETTSVILLE Independent School District,,ends with 'ISD'
HALLSVILLE ISD,HALLSVILLE Independent School District,,ends with 'ISD'
HAMSHIRE-FANNETT ISD,HAMSHIRE-FANNETT Independent School District,,ends with 'ISD'
HARDIN ISD,HARDIN Independent School District,,ends with 'ISD'
HARDIN-JEFFERSON ISD,HARDIN-JEFFERSON Independent School District,,ends with 'ISD'
HARLANDALE ISD,HARLANDALE Independent School District,,ends with 'ISD'
HARLINGEN CISD,HARLINGEN Consolidated Independent School District,,ends with 'CISD'
HARMONY ISD,HARMONY Independent School District,,ends with 'ISD'
HARPER ISD,HARPER Independent School District,,ends with 'ISD'
HEMPHILL ISD,HEMPHILL Independent School District,,ends with 'ISD'
HENDERSON ISD,HENDERSON Independent School District,,ends with 'ISD'
HEREFORD ISD,HEREFORD Independent School District,,ends with 'ISD'
HIDALGO ISD,HIDALGO Independent School District,,ends with 'ISD'
HIGHLAND PARK ISD,HIGHLAND PARK Independent School District,,ends with 'ISD'
HILLSBORO ISD,HILLSBORO Independent School District,,ends with 'ISD'
HITCHCOCK ISD,HITCHCOCK Independent School District,,ends with 'ISD'
HONDO ISD,HONDO Independent School District,,ends with 'ISD'
HOOKS ISD,HOOKS Independent School District,,ends with 'ISD'
HOUSTON ISD,HOUSTON Independent School District,,ends with 'ISD'
HOWE ISD,HOWE Independent School District,,ends with 'ISD'
HUDSON ISD,HUDSON Independent School District,,ends with 'ISD'
HUFFMAN ISD,HUFFMAN Independent School District,,ends with 'ISD'
HUMBLE ISD,HUMBLE Independent School District,,ends with 'ISD'
HUNTINGTON ISD,HUNTINGTON Independent School District,,ends with 'ISD'
HUNTSVILLE ISD,HUNTSVILLE Independent School District,,ends with 'ISD'
HURST-EULESS-BEDFORD ISD,HURST-EULESS-BEDFORD Independent School District,,ends with 'ISD'
HUTTO ISD,HUTTO Independent School District,,ends with 'ISD'
IDALOU ISD,IDALOU Independent School District,,ends with 'ISD'
INDUSTRIAL ISD,INDUSTRIAL Independent School District,,ends with 'ISD'
INGLESIDE ISD,INGLESIDE Independent School District,,ends with 'ISD'
IOWA PARK CISD,IOWA PARK Consolidated Independent School District,,ends with 'CISD'
IRVING ISD,IRVING Independent School District,,ends with 'ISD'
JACKSONVILLE ISD,JACKSONVILLE Independent School District,,ends with 'ISD'
JARRELL ISD,JARRELL Independent School District,,ends with 'ISD'
JASPER ISD,JASPER Independent School District,,ends with 'ISD'
JEFFERSON ISD,JEFFERSON Independent School District,,ends with 'ISD'
JIM NED CISD,JIM NED Consolidated Independent School District,,ends with 'CISD'
JOHNSON CITY ISD,JOHNSON CITY Independent School District,,ends with 'ISD'
JOSHUA ISD,JOSHUA Independent School District,,ends with 'ISD'
JUDSON ISD,JUDSON Independent School District,,ends with 'ISD'
KARNES CITY ISD,KARNES CITY Independent School District,,ends with 'ISD'
KATY ISD,KATY Independent School District,,ends with 'ISD'
KAUFMAN ISD,KAUFMAN Independent School District,,ends with 'ISD'
KEENE ISD,KEENE Independent School District,,ends with 'ISD'
KELLER ISD,KELLER Independent School District,,ends with 'ISD'
KEMP ISD,KEMP Independent School District,,ends with 'ISD'
KENNEDALE ISD,KENNEDALE Independent School District,,ends with 'ISD'
KERMIT ISD,KERMIT Independent School District,,ends with 'ISD'
KERRVILLE ISD,KERRVILLE Independent School District,,ends with 'ISD'
KILGORE ISD,KILGORE Independent School District,,ends with 'ISD'
KILLEEN ISD,KILLEEN Independent School District,,ends with 'ISD'
KINGSVILLE ISD,KINGSVILLE Independent School District,,ends with 'ISD'
KLEIN ISD,KLEIN Independent School District,,ends with 'ISD'
KOUNTZE ISD,KOUNTZE Independent School District,,ends with 'ISD'
KRUM ISD,KRUM Independent School District,,ends with 'ISD'
LA FERIA ISD,LA FERIA Independent School District,,ends with 'ISD'
LA GRANGE ISD,LA GRANGE Independent School District,,ends with 'ISD'
LA JOYA ISD,LA JOYA Independent School District,,ends with 'ISD'
LA PORTE ISD,LA PORTE Independent School District,,ends with 'ISD'
LA VEGA ISD,LA VEGA Independent School District,,ends with 'ISD'
LA VERNIA ISD,LA VERNIA Independent School District,,ends with 'ISD'
LAGO VISTA ISD,LAGO VISTA Independent School District,,ends with 'ISD'
LAKE DALLAS ISD,LAKE DALLAS Independent School District,,ends with 'ISD'
LAKE TRAVIS ISD,LAKE TRAVIS Independent School District,,ends with 'ISD'
LAKE WORTH ISD,LAKE WORTH Independent School District,,ends with 'ISD'
LAMAR CISD,LAMAR Consolidated Independent School District,,ends with 'CISD'
LAMESA ISD,LAMESA Independent School District,,ends with 'ISD'
LAMPASAS ISD,LAMPASAS Independent School District,,ends with 'ISD'
LANCASTER ISD,LANCASTER Independent School District,,ends with 'ISD'
LAREDO ISD,LAREDO Independent School District,,ends with 'ISD'
LEANDER ISD,LEANDER Independent School District,,ends with 'ISD'
LEONARD ISD,LEONARD Independent School District,,ends with 'ISD'
LEVELLAND ISD,LEVELLAND Independent School District,,ends with 'ISD'
LEWISVILLE ISD,LEWISVILLE Independent School District,,ends with 'ISD'
LIBERTY-EYLAU ISD,LIBERTY-EYLAU Independent School District,,ends with 'ISD'
LIBERTY HILL ISD,LIBERTY HILL Independent School District,,ends with 'ISD'
LIBERTY ISD,LIBERTY Independent School District,,ends with 'ISD'
LINDALE ISD,LINDALE Independent School District,,ends with 'ISD'
LITTLE CYPRESS-MAURICEVILLE CISD,LITTLE CYPRESS-MAURICEVILLE Consolidated Independent School District,,ends with 'CISD'
LITTLE ELM ISD,LITTLE ELM Independent School District,,ends with 'ISD'
LITTLEFIELD ISD,LITTLEFIELD Independent School District,,ends with 'ISD'
LIVINGSTON ISD,LIVINGSTON Independent School District,,ends with 'ISD'
LLANO ISD,LLANO Independent School District,,ends with 'ISD'
LOCKHART ISD,LOCKHART Independent School District,,ends with 'ISD'
LONDON ISD,LONDON Independent School District,,ends with 'ISD'
LONGVIEW ISD,LONGVIEW Independent School District,,ends with 'ISD'
LORENA ISD,LORENA Independent School District,,ends with 'ISD'
LOS FRESNOS CISD,LOS FRESNOS Consolidated Independent School District,,ends with 'CISD'
LOVEJOY ISD,LOVEJOY Independent School District,,ends with 'ISD'
LUBBOCK ISD,LUBBOCK Independent School District,,ends with 'ISD'
LUFKIN ISD,LUFKIN Independent School District,,ends with 'ISD'
LULING ISD,LULING Independent School District,,ends with 'ISD'
LYTLE ISD,LYTLE Independent School District,,ends with 'ISD'
MABANK ISD,MABANK Independent School District,,ends with 'ISD'
MADISONVILLE CISD,MADISONVILLE Consolidated Independent School District,,ends with 'CISD'
MAGNOLIA ISD,MAGNOLIA Independent School District,,ends with 'ISD'
MALAKOFF ISD,MALAKOFF Independent School District,,ends with 'ISD'
MANOR ISD,MANOR Independent School District,,ends with 'ISD'
MANSFIELD ISD,MANSFIELD Independent School District,,ends with 'ISD'
MARBLE FALLS ISD,MARBLE FALLS Independent School District,,ends with 'ISD'
MARION ISD,MARION Independent School District,,ends with 'ISD'
MARLIN ISD,MARLIN Independent School District,,ends with 'ISD'
MARSHALL ISD,MARSHALL Independent School District,,ends with 'ISD'
MASON ISD,MASON Independent School District,,ends with 'ISD'
MATHIS ISD,MATHIS Independent School District,,ends with 'ISD'
MAYPEARL ISD,MAYPEARL Independent School District,,ends with 'ISD'
MCALLEN ISD,MCALLEN Independent School District,,ends with 'ISD'
MCCAMEY ISD,MCCAMEY Independent School District,,ends with 'ISD'
MCGREGOR ISD,MCGREGOR Independent School District,,ends with 'ISD'
MCKINNEY ISD,MCKINNEY Independent School District,,ends with 'ISD'
MEDINA VALLEY ISD,MEDINA VALLEY Independent School District,,ends with 'ISD'
MELISSA ISD,MELISSA Independent School District,,ends with 'ISD'
MEMPHIS ISD,MEMPHIS Independent School District,,ends with 'ISD'
MERCEDES ISD,MERCEDES Independent School District,,ends with 'ISD'
MESQUITE ISD,MESQUITE Independent School District,,ends with 'ISD'
MEXIA ISD,MEXIA Independent School District,,ends with 'ISD'
MIDLAND ISD,MIDLAND Independent School District,,ends with 'ISD'
MIDLOTHIAN ISD,MIDLOTHIAN Independent School District,,ends with 'ISD'
MIDWAY ISD,MIDWAY Independent School District,,ends with 'ISD'
MINEOLA ISD,MINEOLA Independent School District,,ends with 'ISD'
MINERAL WELLS ISD,MINERAL WELLS Independent School District,,ends with 'ISD'
MISSION CISD,MISSION Consolidated Independent School District,,ends with 'CISD'
MONAHANS-WICKETT-PYOTE ISD,MONAHANS-WICKETT-PYOTE Independent School District,,ends with 'ISD'
MONTGOMERY ISD,MONTGOMERY Independent School District,,ends with 'ISD'
MOODY ISD,MOODY Independent School District,,ends with 'ISD'
MOUNT PLEASANT ISD,MOUNT PLEASANT Independent School District,,ends with 'ISD'
MOUNT VERNON ISD,MOUNT VERNON Independent School District,,ends with 'ISD'
MULESHOE ISD,MULESHOE Independent School District,,ends with 'ISD'
NACOGDOCHES ISD,NACOGDOCHES Independent School District,,ends with 'ISD'
NATALIA ISD,NATALIA Independent School District,,ends with 'ISD'
NAVARRO ISD,NAVARRO Independent School District,,ends with 'ISD'
NAVASOTA ISD,NAVASOTA Independent School District,,ends with 'ISD'
NEDERLAND ISD,NEDERLAND Independent School District,,ends with 'ISD'
NEEDVILLE ISD,NEEDVILLE Independent School District,,ends with 'ISD'
NEW BOSTON ISD,NEW BOSTON Independent School District,,ends with 'ISD'
NEW BRAUNFELS ISD,NEW BRAUNFELS Independent School District,,ends with 'ISD'
NEW CANEY ISD,NEW CANEY Independent School District,,ends with 'ISD'
NEW DEAL ISD,NEW DEAL Independent School District,,ends with 'ISD'
NEW WAVERLY ISD,NEW WAVERLY Independent School District,,ends with 'ISD'
NIXON-SMILEY CISD,NIXON-SMILEY Consolidated Independent School District,,ends with 'CISD'
NORTH EAST ISD,NORTH EAST Independent School District,,ends with 'ISD'
NORTH LAMAR ISD,NORTH LAMAR Independent School District,,ends with 'ISD'
NORTHSIDE ISD,NORTHSIDE Independent School District,,ends with 'ISD'
NORTHWEST ISD,NORTHWEST Independent School District,,ends with 'ISD'
ODEM-EDROY ISD,ODEM-EDROY Independent School District,,ends with 'ISD'
ONALASKA ISD,ONALASKA Independent School District,,ends with 'ISD'
ORANGE GROVE ISD,ORANGE GROVE Independent School District,,ends with 'ISD'
ORANGEFIELD ISD,ORANGEFIELD Independent School District,,ends with 'ISD'
PALACIOS ISD,PALACIOS Independent School District,,ends with 'ISD'
PALESTINE ISD,PALESTINE Independent School District,,ends with 'ISD'
PALMER ISD,PALMER Independent School District,,ends with 'ISD'
PAMPA ISD,PAMPA Independent School District,,ends with 'ISD'
PARADISE ISD,PARADISE Independent School District,,ends with 'ISD'
PARIS ISD,PARIS Independent School District,,ends with 'ISD'
PASADENA ISD,PASADENA Independent School District,,ends with 'ISD'
PEARLAND ISD,PEARLAND Independent School District,,ends with 'ISD'
PEARSALL ISD,PEARSALL Independent School District,,ends with 'ISD'
PEASTER ISD,PEASTER Independent School District,,ends with 'ISD'
PECOS-BARSTOW-TOYAH ISD,PECOS-BARSTOW-TOYAH Independent School District,,ends with 'ISD'
PERRYTON ISD,PERRYTON Independent School District,,ends with 'ISD'
PFLUGERVILLE ISD,PFLUGERVILLE Independent School District,,ends with 'ISD'
PHARR-SAN JUAN-ALAMO ISD,PHARR-SAN JUAN-ALAMO Independent School District,,ends with 'ISD'
PILOT POINT ISD,PILOT POINT Independent School District,,ends with 'ISD'
PINE TREE ISD,PINE TREE Independent School District,,ends with 'ISD'
PITTSBURG ISD,PITTSBURG Independent School District,,ends with 'ISD'
PLAINVIEW ISD,PLAINVIEW Independent School District,,ends with 'ISD'
PLANO ISD,PLANO Independent School District,,ends with 'ISD'
PLEASANT GROVE ISD,PLEASANT GROVE Independent School District,,ends with 'ISD'
PLEASANTON ISD,PLEASANTON Independent School District,,ends with 'ISD'
POINT ISABEL ISD,POINT ISABEL Independent School District,,ends with 'ISD'
PORT ARTHUR ISD,PORT ARTHUR Independent School District,,ends with 'ISD'
PORT NECHES-GROVES ISD,PORT NECHES-GROVES Independent School District,,ends with 'ISD'
POTEET ISD,POTEET Independent School District,,ends with 'ISD'
BUSHLAND ISD,BUSHLAND Independent School District,,ends with 'ISD'
POTTSBORO ISD,POTTSBORO Independent School District,,ends with 'ISD'
PRAIRILAND ISD,PRAIRILAND Independent School District,,ends with 'ISD'
PRINCETON ISD,PRINCETON Independent School District,,ends with 'ISD'
PROGRESO ISD,PROGRESO Independent School District,,ends with 'ISD'
PROSPER ISD,PROSPER Independent School District,,ends with 'ISD'
QUEEN CITY ISD,QUEEN CITY Independent School District,,ends with 'ISD'
QUINLAN ISD,QUINLAN Independent School District,,ends with 'ISD'
RAINS ISD,RAINS Independent School District,,ends with 'ISD'
RAYMONDVILLE ISD,RAYMONDVILLE Independent School District,,ends with 'ISD'
RED LICK ISD,RED LICK Independent School District,,ends with 'ISD'
RED OAK ISD,RED OAK Independent School District,,ends with 'ISD'
REDWATER ISD,REDWATER Independent School District,,ends with 'ISD'
RICARDO ISD,RICARDO Independent School District,,ends with 'ISD'
RICE ISD,RICE Independent School District,,ends with 'ISD'
RICE CISD,RICE Consolidated Independent School District,,ends with 'CISD'
RICHARDSON ISD,RICHARDSON Independent School District,,ends with 'ISD'
RIO GRANDE CITY CISD,RIO GRANDE CITY Consolidated Independent School District,,ends with 'CISD'
SOUTH TEXAS ISD,SOUTH TEXAS Independent School District,,ends with 'ISD'
RIO HONDO ISD,RIO HONDO Independent School District,,ends with 'ISD'
RIVER ROAD ISD,RIVER ROAD Independent School District,,ends with 'ISD'
ROBINSON ISD,ROBINSON Independent School District,,ends with 'ISD'
ROBSTOWN ISD,ROBSTOWN Independent School District,,ends with 'ISD'
ROCKDALE ISD,ROCKDALE Independent School District,,ends with 'ISD'
ROCKWALL ISD,ROCKWALL Independent School District,,ends with 'ISD'
ROMA ISD,ROMA Independent School District,,ends with 'ISD'
ROSEBUD-LOTT ISD,ROSEBUD-LOTT Independent School District,,ends with 'ISD'
ROUND ROCK ISD,ROUND ROCK Independent School District,,ends with 'ISD'
ROYAL ISD,ROYAL Independent School District,,ends with 'ISD'
ROYSE CITY ISD,ROYSE CITY Independent School District,,ends with 'ISD'
RUSK ISD,RUSK Independent School District,,ends with 'ISD'
SALADO ISD,SALADO Independent School District,,ends with 'ISD'
SAN ANGELO ISD,SAN ANGELO Independent School District,,ends with 'ISD'
SAN ANTONIO ISD,SAN ANTONIO Independent School District,,ends with 'ISD'
SAN BENITO CISD,SAN BENITO Consolidated Independent School District,,ends with 'CISD'
SAN ELIZARIO ISD,SAN ELIZARIO Independent School District,,ends with 'ISD'
SAN FELIPE-DEL RIO CISD,SAN FELIPE-DEL RIO Consolidated Independent School District,,ends with 'CISD'
SAN MARCOS CISD,SAN MARCOS Consolidated Independent School District,,ends with 'CISD'
SAN SABA ISD,SAN SABA Independent School District,,ends with 'ISD'
SANGER ISD,SANGER Independent School District,,ends with 'ISD'
SANTA FE ISD,SANTA FE Independent School District,,ends with 'ISD'
SANTA MARIA ISD,SANTA MARIA Independent School District,,ends with 'ISD'
SCHERTZ-CIBOLO-U CITY ISD,SCHERTZ-CIBOLO-U CITY Independent School District,,ends with 'ISD'
SCHLEICHER ISD,SCHLEICHER Independent School District,,ends with 'ISD'
SCHULENBURG ISD,SCHULENBURG Independent School District,,ends with 'ISD'
SCURRY-ROSSER ISD,SCURRY-ROSSER Independent School District,,ends with 'ISD'
SEALY ISD,SEALY Independent School District,,ends with 'ISD'
SEGUIN ISD,SEGUIN Independent School District,,ends with 'ISD'
SEMINOLE ISD,SEMINOLE Independent School District,,ends with 'ISD'
SEYMOUR ISD,SEYMOUR Independent School District,,ends with 'ISD'
SHALLOWATER ISD,SHALLOWATER Independent School District,,ends with 'ISD'
SHARYLAND ISD,SHARYLAND Independent School District,,ends with 'ISD'
SHELDON ISD,SHELDON Independent School District,,ends with 'ISD'
SHEPHERD ISD,SHEPHERD Independent School District,,ends with 'ISD'
SHERMAN ISD,SHERMAN Independent School District,,ends with 'ISD'
SHINER ISD,SHINER Independent School District,,ends with 'ISD'
SINTON ISD,SINTON Independent School District,,ends with 'ISD'
SMITHVILLE ISD,SMITHVILLE Independent School District,,ends with 'ISD'
SNYDER ISD,SNYDER Independent School District,,ends with 'ISD'
SOUTH SAN ANTONIO ISD,SOUTH SAN ANTONIO Independent School District,,ends with 'ISD'
SOCORRO ISD,SOCORRO Independent School District,,ends with 'ISD'
SOMERSET ISD,SOMERSET Independent School District,,ends with 'ISD'
SOUTHSIDE ISD,SOUTHSIDE Independent School District,,ends with 'ISD'
SOUTHWEST ISD,SOUTHWEST Independent School District,,ends with 'ISD'
SPLENDORA ISD,SPLENDORA Independent School District,,ends with 'ISD'
SPRING BRANCH ISD,SPRING BRANCH Independent School District,,ends with 'ISD'
SPRING HILL ISD,SPRING HILL Independent School District,,ends with 'ISD'
SPRING ISD,SPRING Independent School District,,ends with 'ISD'
SPRINGTOWN ISD,SPRINGTOWN Independent School District,,ends with 'ISD'
STAFFORD MSD,STAFFORD Municipal School District,,ends with 'MSD'
STEPHENVILLE ISD,STEPHENVILLE Independent School District,,ends with 'ISD'
STRATFORD ISD,STRATFORD Independent School District,,ends with 'ISD'
SULPHUR SPRINGS ISD,SULPHUR SPRINGS Independent School District,,ends with 'ISD'
SUNNYVALE ISD,SUNNYVALE Independent School District,,ends with 'ISD'
SUNRAY ISD,SUNRAY Independent School District,,ends with 'ISD'
SWEETWATER ISD,SWEETWATER Independent School District,,ends with 'ISD'
TARKINGTON ISD,TARKINGTON Independent School District,,ends with 'ISD'
TATUM ISD,TATUM Independent School District,,ends with 'ISD'
TAYLOR ISD,TAYLOR Independent School District,,ends with 'ISD'
TEAGUE ISD,TEAGUE Independent School District,,ends with 'ISD'
TEMPLE ISD,TEMPLE Independent School District,,ends with 'ISD'
TERRELL ISD,TERRELL Independent School District,,ends with 'ISD'
TEXARKANA ISD,TEXARKANA Independent School District,,ends with 'ISD'
TEXAS CITY ISD,TEXAS CITY Independent School District,,ends with 'ISD'
THORNDALE ISD,THORNDALE Independent School District,,ends with 'ISD'
THRALL ISD,THRALL Independent School District,,ends with 'ISD'
TIDEHAVEN ISD,TIDEHAVEN Independent School District,,ends with 'ISD'
TOMBALL ISD,TOMBALL Independent School District,,ends with 'ISD'
TORNILLO ISD,TORNILLO Independent School District,,ends with 'ISD'
TRENTON ISD,TRENTON Independent School District,,ends with 'ISD'
TROY ISD,TROY Independent School District,,ends with 'ISD'
WESTWOOD ISD,WESTWOOD Independent School District,,ends with 'ISD'
TULIA ISD,TULIA Independent School District,,ends with 'ISD'
TULOSO-MIDWAY ISD,TULOSO-MIDWAY Independent School District,,ends with 'ISD'
TYLER ISD,TYLER Independent School District,,ends with 'ISD'
UNITED ISD,UNITED Independent School District,,ends with 'ISD'
UVALDE CISD,UVALDE Consolidated Independent School District,,ends with 'CISD'
VALLEY VIEW ISD,VALLEY VIEW Independent School District,,ends with 'ISD'
VAN ALSTYNE ISD,VAN ALSTYNE Independent School District,,ends with 'ISD'
VAN ISD,VAN Independent School District,,ends with 'ISD'
VAN VLECK ISD,VAN VLECK Independent School District,,ends with 'ISD'
VENUS ISD,VENUS Independent School District,,ends with 'ISD'
VERNON ISD,VERNON Independent School District,,ends with 'ISD'
VICTORIA ISD,VICTORIA Independent School District,,ends with 'ISD'
VIDOR ISD,VIDOR Independent School District,,ends with 'ISD'
WACO ISD,WACO Independent School District,,ends with 'ISD'
WALLER ISD,WALLER Independent School District,,ends with 'ISD'
WARREN ISD,WARREN Independent School District,,ends with 'ISD'
WAXAHACHIE ISD,WAXAHACHIE Independent School District,,ends with 'ISD'
WEATHERFORD ISD,WEATHERFORD Independent School District,,ends with 'ISD'
WEIMAR ISD,WEIMAR Independent School District,,ends with 'ISD'
WESLACO ISD,WESLACO Independent School District,,ends with 'ISD'
WEST ISD,WEST Independent School District,,ends with 'ISD'
WEST OSO ISD,WEST OSO Independent School District,,ends with 'ISD'
WEST RUSK COUNTY CONSOLIDATED ISD,WEST RUSK COUNTY CONSOLIDATED Independent School District,,ends with 'ISD'
WHARTON ISD,WHARTON Independent School District,,ends with 'ISD'
WHITE OAK ISD,WHITE OAK Independent School District,,ends with 'ISD'
WHITE SETTLEMENT ISD,WHITE SETTLEMENT Independent School District,,ends with 'ISD'
WHITEHOUSE ISD,WHITEHOUSE Independent School District,,ends with 'ISD'
WHITESBORO ISD,WHITESBORO Independent School District,,ends with 'ISD'
WHITNEY ISD,WHITNEY Independent School District,,ends with 'ISD'
WICHITA FALLS ISD,WICHITA FALLS Independent School District,,ends with 'ISD'
WILLIS ISD,WILLIS Independent School District,,ends with 'ISD'
WILLS POINT ISD,WILLS POINT Independent School District,,ends with 'ISD'
WINNSBORO ISD,WINNSBORO Independent School District,,ends with 'ISD'
WINONA ISD,WINONA Independent School District,,ends with 'ISD'
WOODVILLE ISD,WOODVILLE Independent School District,,ends with 'ISD'
WYLIE ISD,WYLIE Independent School District,,ends with 'ISD'
YOAKUM ISD,YOAKUM Independent School District,,ends with 'ISD'
YSLETA ISD,YSLETA Independent School District,,ends with 'ISD'
ZAPATA COUNTY ISD,ZAPATA COUNTY Independent School District,,ends with 'ISD'
